what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1331985150078
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1331985150093
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1331985150109
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1331985150125
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1331985150140
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1331985150156
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1331985150203
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1331985150281
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1331985150312
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1331985150328
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331985150359
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331985150390
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1331985150437
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1331985150468
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1331985150484
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1331985150531
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1331985150625
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1331985150656
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1331985150656
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1331985150687
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1331985150703
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1331985150750
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824-p001,"org.eclipse.core.jobs",1331985150781
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1331985150812
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1331985151000
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1331985151078
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1331985151140
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1331985151187
started,bundle,org.eclipse.wst.server.ui,1.1.303.v20100601-p001,"org.eclipse.wst.server.ui",1331985151234
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1331985151296
started,bundle,oracle.eclipse.tools.common.services.ui,3.2.2.201103302044,"oracle.eclipse.tools.common.services.ui",1331985151359
started,bundle,oracle.eclipse.tools.glassfish,3.2.1.201102281103,"oracle.eclipse.tools.glassfish",1331985151359
started,bundle,oracle.eclipse.tools.spring.ui,3.2.2.201103302044,"oracle.eclipse.tools.spring.ui",1331985151390
started,bundle,oracle.eclipse.tools.weblogic,3.2.2.201103302044,"oracle.eclipse.tools.weblogic",1331985151500
started,bundle,oracle.eclipse.tools.weblogic.scripting.ui,3.2.2.201103302044,"oracle.eclipse.tools.weblogic.scripting.ui",1331985151515
started,bundle,oracle.eclipse.tools.weblogic.ui,3.2.2.201103302044,"oracle.eclipse.tools.weblogic.ui",1331985151546
started,bundle,oracle.eclipse.tools.webtier.common.services,3.2.2.201103302044,"oracle.eclipse.tools.webtier.common.services",1331985151593
started,bundle,oracle.eclipse.tools.webtier.ui,3.2.2.201103302044,"oracle.eclipse.tools.webtier.ui",1331985151609
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1331985151718
started,bundle,org.eclipse.egit.core,0.12.1,"org.eclipse.egit.core",1331985151734
started,bundle,org.eclipse.egit.ui,0.12.1,"org.eclipse.egit.ui",1331985151812
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1331985151828
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1331985151875
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1331985151906
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1331985151937
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1331985151984
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1331985152031
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1331985152046
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1331985152125
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1331985152156
started,bundle,org.eclipse.jgit,0.12.1,"org.eclipse.jgit",1331985152156
started,bundle,org.eclipse.sapphire.modeling,0.2.2.201103251504,"org.eclipse.sapphire.modeling",1331985152171
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1331985152218
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1331985152296
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1331985152390
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1331985152484
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1331985152531
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1331985152562
started,bundle,org.springframework.ide.eclipse.beans.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core",1331985152593
started,bundle,org.springframework.ide.eclipse.beans.core.metadata,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core.metadata",1331985152640
started,bundle,org.springframework.ide.eclipse.beans.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui",1331985152671
started,bundle,org.springframework.ide.eclipse.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.core",1331985152718
started,bundle,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui",1331985152765
started,bundle,oracle.eclipse.tools.common,3.2.3.201107052022,"oracle.eclipse.tools.common",1331985152796
started,bundle,oracle.eclipse.tools.common.ui,3.2.3.201107052022,"oracle.eclipse.tools.common.ui",1331985152828
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.bugzilla.core",1331985152843
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1331985152875
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1331985152890
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1331985152890
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1331985152921
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1331985152953
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1331985152984
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1331985153000
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui",1331985153078
started,bundle,org.eclipse.wst.server.core,1.1.207.v20110401_1511-p001,"org.eclipse.wst.server.core",1331985153125
started,bundle,org.springframework.ide.eclipse.aop.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.core",1331985153156
started,bundle,org.springframework.ide.eclipse.aop.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.ui",1331985153250
os,sysinfo,,,"win32",1331985153250
arch,sysinfo,,,"x86",1331985153250
ws,sysinfo,,,"win32",1331985153250
locale,sysinfo,,,"zh_CN",1331985153250
processors,sysinfo,,,"2",1331985153250
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1331985153250
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1331985153250
java.specification.name,sysinfo,,,"Java Platform API Specification",1331985153250
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331985153250
java.specification.version,sysinfo,,,"1.6",1331985153250
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331985153250
java.version,sysinfo,,,"1.6.0_21",1331985153250
java.vm.info,sysinfo,,,"mixed mode",1331985153250
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1331985153250
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331985153250
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331985153250
java.vm.specification.version,sysinfo,,,"1.0",1331985153250
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331985153250
java.vm.version,sysinfo,,,"17.0-b17",1331985153250
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985153421
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1331985153890
started,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1331985154515
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985154593
started,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p001,"org.eclipse.jst.pagedesigner",1331985154593
started,bundle,org.springframework.ide.eclipse.uaa,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.uaa",1331985154671
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1331985154687
started,bundle,oracle.eclipse.tools.common.upgrade,3.2.3.201107052022,"oracle.eclipse.tools.common.upgrade",1331985154703
started,bundle,oracle.eclipse.tools.orm,3.2.2.201103302044,"oracle.eclipse.tools.orm",1331985154828
started,bundle,oracle.eclipse.tools.spring,3.2.2.201103302044,"oracle.eclipse.tools.spring",1331985154859
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1331985155281
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1331985155328
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1331985155390
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1331985155750
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1331985155828
started,bundle,oracle.eclipse.tools.xmlbeans,3.2.2.201103302044,"oracle.eclipse.tools.xmlbeans",1331985156031
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1331985156046
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1331985156156
started,bundle,oracle.eclipse.tools.common.services,3.2.2.201103302044,"oracle.eclipse.tools.common.services",1331985156390
started,bundle,oracle.eclipse.tools.envcheck,3.2.3.201107052022,"oracle.eclipse.tools.envcheck",1331985156781
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1331985156859
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.osgi.targetdefinition",1331985156859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985158828
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1331985159500
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1331985159796
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1331985160328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985224984
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1331985229718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985231156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985232484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985234796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985300109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1331985300140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985302750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331985311921
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1331985372062
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1331985372140
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1331985372171
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1331985372187
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1331985372203
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1331985372218
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1331985372718
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1331985372781
started,bundle,org.eclipse.jst.j2ee.web,1.1.404.v201102030400,"org.eclipse.jst.j2ee.web",1331985372828
started,bundle,oracle.eclipse.tools.webtier.javawebapp,3.2.2.201103302044,"oracle.eclipse.tools.webtier.javawebapp",1331985373093
started,bundle,oracle.eclipse.tools.xml.model,3.2.2.201103302044,"oracle.eclipse.tools.xml.model",1331985373281
started,bundle,oracle.eclipse.tools.webtier.jsf,3.2.2.201103302044,"oracle.eclipse.tools.webtier.jsf",1331985373359
started,bundle,oracle.eclipse.tools.webtier.jsp,3.2.2.201103302044,"oracle.eclipse.tools.webtier.jsp",1331985373515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985373546
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1331985374062
started,bundle,org.python.pydev.core,1.6.4.2011010200,"org.python.pydev.core",1331985374078
started,bundle,oracle.eclipse.tools.webservices.ui,3.2.2.201103302044,"oracle.eclipse.tools.webservices.ui",1331985374390
started,bundle,com.python.pydev.analysis,1.6.4.2011010200,"com.python.pydev.analysis",1331985374515
started,bundle,org.python.pydev,1.6.4.2011010200,"org.python.pydev",1331985374734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985375687
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1331985378328
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1331985378640
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1331985378718
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1331985379171
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1331985379500
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1331985380281
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1331985380390
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1331985380578
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1331985381015
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1331985381078
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1331985381203
started,bundle,oracle.eclipse.tools.webservices,3.2.2.201103302044,"oracle.eclipse.tools.webservices",1331985381468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985382953
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1331985389546
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1331985389593
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1331985389921
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1331985390453
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1331985390734
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1331985390828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985393812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985402984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985406687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985424281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1331985425718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985434718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985436156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1331985436187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985437671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985437703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985437765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985455671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1331985457328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1331985457593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1331985457968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985459843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985461343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985462734
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1331985463796
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1331985464171
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1331985464781
started,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1331985465281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985465562
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331985465593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331985465593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985470609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985490484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985494968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985510546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985511812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985512859
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331985512859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331985512859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985516421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985525640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985529562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985554000
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985570937
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1331985571171
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985571218
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1331985571375
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1331985577875
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985579625
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985579906
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985580062
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985585421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985587343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985591578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985593734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985617781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1331985617796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985618968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985641093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985645375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331986008750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331986009921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331986010421
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331986010437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331986010437
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331986010437
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331986010578
